,Unnamed: 0,VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
90,115490,KNDJX3AE9G,Island,Freeland,WA,98249.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,10.0,117736,POINT (-122.54474499999998 48.03024000000005),PUGET SOUND ENERGY INC,53029971800.0
91,12138,5YJSA1H12E,King,Sammamish,WA,98074.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45.0,118466449,POINT (-122.03132659999994 47.62857820000005),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.0
92,59042,KNDJX3AE9G,Snohomish,Mill Creek,WA,98012.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,44.0,345167014,POINT (-122.1873 47.82024500000006),PUGET SOUND ENERGY INC,53061052004.0
93,44050,YH4K10BA4C,King,Black Diamond,WA,98010.0,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,5.0,109608642,POINT (-122.00450999999998 47.312185000000056),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031605.0
94,121388,YH4K14AA0C,Pacific,Raymond,WA,98577.0,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,19.0,236483782,POINT (-123.72854999999998 46.68611500000003),BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,53049950200.0
95,120646,5YJSA1CG9D,Snohomish,Bothell,WA,98021.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,1.0,195436111,POINT (-122.17945799999995 47.80258900000007),PUGET SOUND ENERGY INC,53061051926.0
96,33378,WBA8E1C36H,Island,Oak Harbor,WA,98277.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,10.0,89813,POINT (-122.67886729999998 48.28973140000005),PUGET SOUND ENERGY INC,53029970500.0
97,36621,WBAJB1C52J,King,Sammamish,WA,98075.0,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,41.0,271130555,POINT (-122.03308999999996 47.58153000000004),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224.0
98,63675,KNDJP3AE5G,King,Bothell,WA,98011.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,1.0,320269008,POINT (-122.20577999999995 47.76240500000006),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102.0
99,93181,LYVBR0DM9K,King,Redmond,WA,98052.0,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,45.0,211029402,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
